,ULTIMATE ENGINERRING,"0114668080/81/83
0911225689
0911207300
0114668082
",ultimate@ethionet.et,,2740,
,ULTIMATE MOTORS PVT.LTD.CO,"0114423077/78/79
0114422686
","ultimate-motors@ethionet.et
ultimatemotors@gmail.com",,,
,WAJAG TRADING ETHIOPIAN PLC.,"011-6631663/64
011-6631963
",wajag@ethionet.et,,,
,WISE TEAM PLC,"0111564514
0911607340
0111564521
",team.wise60@gmail.com,,26335/1000,
,WOUBISHET TAMIRU & FRIENDS METAL WORKS PARTNERSHIP,"0911137405
0911109938
",woube.tame@gmail.com,,,
,YASART ENGINEERING PLC,"0114420024
0909921410
0929914820
0114425664
","yasart.engineering@gmail.com
haymanot@yasartengineering.com",www.yasartengineering.com,900/1110,
,AGRICULTURE PRODUCTS AGRO,,,,,
No.,Company Name,Phone Numbers,Email,Website,Post Number,Location
1,DEJEN G/MESKEL IMPORT & EXPORT,"0118658144
0911385471
0912675148
0116457308
","dejubusiness2016@gmail.com
info@dejenexport.com
",www.dejenexport.com,,
2,AMIO ENGINEERING INDUSTRIAL & AGRICULTURING MACHINERIS MANUFACTURING PLC,"0114168266
0114165003
0911222641
911228093
0114168212
","amioengineering1@gmail.com
Agrimachinery2641amio@gmail.com",www.amioengineeringplc.com,25946,
3,HAVA INDUSTRIAL PLC,"0115578687
0911200621
","contact@havaindustrial.com
",www.havaindustrial.com,,
,THEDAY AGRO INDUSTRY PLC,"0116626795
0931086336/26
0993821863
","sales@thedayjam.com
info@thedayjam.com",www.thedayjam.com,,
,ACDI VOCA,"0116620685/86/92
",,,,
,ADAMA DEVELOPMENT AGRICULTURE,"0221227694
",,,,
,ADAMA FOOD PROCESSING COMPLEX PLC.,"0111125213
011-6639581
",tmakonnen@yahoo.com,,,
,AGLUTION AGRICULTURAL TECHNOLOGY PLC,"0911485325
0911122251
",,,,
,AGMAS AGRICULTURAL INVESTMENT ,"0930338948
0113693109
","sales@agmasagri.com
",www.agmas.net,24517,
,AGMAS BUSINESS GROUP,"0118965950
0118965252
0111560056
0111138090
","sales@agmas.net
info@agmasmedical.com
",,24517,
,AGRI SERVICE ETHIOPIA,"0114655515
0114651212
0114654088
","ase@ethionet.et
",www.agriserviceethiopia.org,,
,AGRICULTURAL EQUIPMENT & TECHNICAL SERVICES S.CO (AETS S.CO),"0114424177
0114403610
0114427249
0911218907
0114420895
0114423613
","aetssco@lycos.com
aetse@ethionet.et
agriequip8@ethionet.et
",,5575,
,AGRIPOL INTERNATIONAL CONSULTANCY & TRANING PLC,"0910903952
",agripolinternational@gmail.com,,,
,AGRITEC SYSTEM PLC,"011-6639240
011-6639245
",agrsys@ethionet.et,,7553,
,AGRO-VET PRIVATE LIMITED COMPANY,"0115544749
0911203849
0115544730
",agrovetplc1997@gmail.com,,,
,AGRO PROM INTERNATIONAL PLC,"0116631836
0116631843
091-1223619
011-3361824
","agroprom@ethionet.et
",www.agropromint.com,891/1250,
,AHADU PLC,"116298816/17/18
0911208185
0911648359
0116298819
0114669927
",info@ahadugroup.com,www.ahadugroup.com,100448,
,AL HABASHA SUGER MILLS PLC.,"0114401452
Fax: 0114401451
","al_habasha@ethionet.et
hsm@habashasugar.com",www.habashasugar.com,,
,AL-AMIN GENERAL TRADING PLC.,"0114663269
0911206241
Fax:251-114662417
",alaminplc@ethionet.et,,120543,
,"AMBO-FREMER AGRO INTEFGRATED 
INDUSTRIES PLC.","0116633657
0116627443
",,,,
,ASER DEVELOPMENT PLC,"0114665269
0914303390
0114162549
",mamiyahyu-48@yahoo.com,,100547,
,AWASH AGRICULTURE DEVT ENTERPRISE,"011-5150440
0115504265
",,,,
,BATU AGRO INDUSTRY,"0911211994
0911250067
",batuagro@ethionet.et,,,
,"BIS VEGTABLES & FRUITS AGRO
 INDUSTRY S.C","0118102124
118693638
911518790
911518384
0118704545
",bisvegfruts@gmail.com,www.bis.et.org,388,
,"BIYO AGRICULTURAL DEVELOPMENT 
ENTERPRISE PLC.","0116626821
0116187575
0116510511
0911212936
0113720037
0116626820
",biyo.ager.eth@ethionet.et,,15035,
,BRUHWAY AGRO INDUSTRY,"0116610554/55
",,,,
,BULALA DINKITI AGRICULTURE TRADE & INDUSTRY PLC.,"0114396378/79
0114396377
",bulala@ethionet.et,,13164,
,CAREPCARE TRADING P.L.C,"0911143970
",,,,
,CHILALLO ENTERPRISE PLC.,"0114663201/02
0114663863
091-1148880
0114663202
",chiallo@ethionet.et,,40590,
,CNAF,"0116450077/82/89
",,,,
,COMA IMPORT AND EXPORT PLC,"0111266085
0911516657
0935999130/31
0111266097
","getishabiye@gmail.com
comaexport@gmail.com
",,1970,
,DADOCATED PLC (BERIHUN G/MARIAM),"0118500921
0911216246
0911411518
0118500921
",,,9829,
,"DARMAN FORAGE PRODUCTION AND 
LIVESTOCK TRADING","0116618730
0911406176
0116620051
",arimex2002@hotmail.com,,,
,DEBEREZEIT SWINE FARM,"0114339516
0115507433
0935988271/72/73
",kass.abb@ethionet.et,,,
,DEGAGO AGRO INDUSTRY PLC.,"0115540509
0111555127
0111555278
0911200231
0115540446
",dugdaagr@ethionet.et,,,
,DIRE INDUSTRIES PLC.,"0112756443
0112754236
0911201154
0911201155
011-2752455
","dire@ethionet.et
",www.dire-industries.com,2492,
,EARA-AGRI-LINK PLC.,"011-5509983
0913150134
","agrilink@ethionet.et
info@era-agrilink",www.era-agrlink.com,,
,EAST AFRICAN HOLDING,"0115526460/44
0113201263
0115526435
","info@eastafricanholdings.com
",www.Eastafricanholding.com.et,,
,EKRAM CONSTRUCTION AGRICULTURAL INDUSTRY S.CO,"0113726913
",,,,
,ELFORA AGRO-INDUSTRIES PLC.,"011-6450361
0116450511
","elfora@ethionet.et
",www.midroc-ethiotechgroup.com,2500,
,ERA AGRI-LINK PLC,"0115509983
",agrilink@ethionet.et,www.era-agrilink.com,22927,
,ETHIO ADMAS AGRO INDUSTRY,"0115537951
0115535604
",elaco@ethionet.et,,,
,ETHIO FLORA P.L.C,"0114660980/82/83
0114660980
",bnf2etf@ethionet.et,,602,
,ETHIO LIBYAN JOINT AGR.S.CO,"0115512900
0115513499
",elaco@ethionet.et,,,
,ETHIOAFLAGAT GENERAL BUSINESS SHARE COMPANY (EAGBSC),"0582262898
",aflagat@ethionet.et,,1730,
,ETHIO-AGRI CEFT PLC.,"0116615608
0916615573
0916637782
0116637782
0116615573
",ethioagriceft@ethionet.et,,1006,
,ETHIOPIAN COMMODITY EXCHANGE,"0115547001
0115547010
","info@ecx.com.et
",www.ecx.com.et,,
,ETHIOPIAN GRAIN TRADE ENTERPRISE,"0114653166
0114652436
0910106061
0114655428
",egte@ethionet.et,www.ejte_ethiopia.com,,
,FITAR AFRICA AGRO INDUSTRY,"0912618772
0912052257
",,,,
,FLORA ECO POWER ETHIOPIA PLC.,"0114401319
011-4401029
",abuthyab@ethionet.et,,,
,"FRIENDSHIP AGRO INDUSTRY
","0118952293/94/95/96
0911305835
0911795169
",frebdshipagro@yahoo.com,,,
,GETAHUN MELESE IMPORT EXORT & WHOLESALER,"0116676340/41
0903181884
0930582105
0922600261
0116676282
","info@getahunmeleseimportexport.com
getahunmelese610@gmail.com
",www.getahunmeleseimportexport.com,1085,
,"GEWANE AGRICULTURAL DEVELOPMENT PLC.
","0115524897
0115524594
",gewaneag@ethionet.et,,,
,"GHION AGRICULTURAL AND INDUSTRIAL DEVELOPMENT
","0115520364
",,,,
,GUDER AGRO INDUSTRY PLC.,"0114404321
0114421179
0114421181
0114421183
",gal@ethionet.et,,10487,
,GUGUFTU PLC.,"0118961567
0331114469
0911210179
0111273851
",guguftu@ethionet.et,,,
,GUTS AGRO INDUSTRY PLC,"0114672808/18
0468200103/04
0935980792
0911570843
0114672858
","info@gutsagroindustry.com
",www.gutsagroindustry.com,28733,
,H.B.T.A ORGANIC FOODS PLC,"0118670262
",hbtaethiopia@gmail.com,,,
,HAWAZ TRADING PLC.,"0116189196/97
058-2202688
0911451219
0918768080
",yoni-yodahe@yahoo.com,,,
,JOY TECH,"0116620205
0114436123/30
0116620206
",,,23688,
,"KENISSAN GENERAL 
TRADING PLC","0118501267
",kenisaplc@yahoo.com,,62696,
,"KIDANEMEHIRET GENERAL IMPORTE
 EXPORT AND AGRICULTURAL DEVELOPMENT","0116466293
0911218847
0111569738
",kmgiead@ethionet.et,,8553,
,LONI AGRO INDUSTRY PLC,"0118965711
0115528907
0911218573
0115570550
",,,,
,LOOTAH AGRO INDUSTRIES PLC,"0118602662
",info@lootah.com,www.lootah.com,32172,
,"LUCI AGRICULTURAL DEVELOPMENT PLC
","0114169421/25
0911207601
0114169444
",hadnits@gmail.com,,,
,"MATIWOS ENSERMU INTEGRATED 
AGRICULTURAL WORK","0113720061
",,,,
,MEKIYA ENTERPRISE PLC.,"0115539237
0115534696/99
0112759315/16
0112759318
",,,,
,"METAD AGRICULTURAL
 DEVELOPMENT PLC","0116292534
0116292539
","info@metadplc.com
",www.metadplc.com,,
,"MGK MAKONNEN ETHIOPIA PLC.
","0114342858
0114342929
","mgk@ethionet.et
",www.mgkmakonnwn.com,746,
,"MOHAMMED AWEL AGRICULTURAL 
ENTERPRISE
","0911205172
0112777566
",jafermohammed32@yahoo.com,,23012,
,"MSGZ IMPORT EXPORT AND AGRICULTURAL
 PRODUCTS PRODUCER PLC","0111119837
0911708973
0911204692
0111119846
",munaahimed@yahoo.com,,54468,
,NONO AGRICULTURAL DEVELOPMENT PLC,"0116639244/45
0116639240
",lit@ethionet.et,,,
,NILE DEVELOPMENT AND SERVICES PLC,"0111239557
0111234527
",tewodroszewde@yahoo.com,,,
,"OMOVALLEY AGRO INDUSTRY
","0114422117
0114407503/24
0911387963
0114400175
",amidara@ethionet.et,,182665,
,OROMIYA AGRICULTURAL COOPRATIVES FEDERATION LTD,"0115576182/83/84
0115576180
",oacf@yahoo.com,,,
,PIONEER AGRO INDUSTRY PLC.,"0118608526
0118608524
0116613778
",,,,
,"PLANT TISSUE CULTURE LABORATORY 
PROJECT ","0114417495
0114417491
",tissuecu@ethionet.et,,,
,RANG ENGINEERING PLC,"0115547160
0115546247
0911514093
0911756840
0115546237
","info@rangenginering.com
",www.rangenginering.com,688,
,"RAS DASHEN AGRO INDUSTRY
","0116611578
",,,,
,"
SEGEL AGRICULTURAL DEV. PLC.","0111571866
",siatl@ethionet.et,,,
,"SHAYA ELECTRO MECHANICAL
 TECHNOLOGY PLC.","0118601159
0911693102
0913548721
","info@shayatech.com
",www.shayatech.com,,
,"SIMON ASCHALEW TARIKU & 
THOSE FRIENDS AGRO INDUSTRY","0921316411
",,,,
,SINO-GEWANE FRAM PLC.,"0116623367
0114423381
0116610142
0114424498
",sinogewane@yahoo.com,,3934,
,SPIRULINA AGRO INDUSTRY S.CO,"0116613999
0911602854
0116614006
","spirulina@ethionet.et
",www.spirulinaagroindustry.com,,
,SULULTA AGRO INDUSTRY,"0115540260
0114391681
0115540282
",sulagroindplc@ethionet.et,,25890/1000,
,SUMMIT AGRO INDUSTRY PLC.,"0116604874
0116604872
0911203189
0116604862
",,,2594,
,SUNDAY GENERAL TRADING,"0111565886
0116182675
sundayplc@yahoo.com
",,,,
,TAMRIN /Export/,"251-114431444
251-114431130
251-929167500
251-929167501
251-114431028
121225
tamrinint@gmail.com
info@tamrin.et
www.tamrin.et
",,,,
,TIMRET AGRO INDUSTRY S.C,"251-911771792
251-911800681
",,,,
,"TRIUMPH BUSINESS PLC.

251-911215030
251-911672179
info@triumph-et.com
www.triumph-et.com
",,,,,
,"WAJAG TRADING ETHIOPIAN

251-116631363
251-116-681363
wajah@ethionet.et
",,,,,
,"ZAT AGRI BUSINESS PLC.

251-116639346
251-116639380
zara@ethionet.et
",,,,,
,ANIMAL FEED PRODUCTS,,,,,
No.,Company Name,Phone Numbers,Email,Website,Post Number,Location
,,,,,,
,"AGRO-VET PRIVATE LIMITED COMPANY

251-115544749
251-911203849
251-115544730
agrovetplc1997@gmail.com
",,,,,
,"AKAKI ANIMALS FEED PLANT PLC.

251-114340112
251-114340727  
251-911218710
251-114340728
aafpe@ethionet.et
",,,,,
,"BORA ANIMAL AND POULTRY FEED PROCESSING  251-114334879
251-115519941
",,,,,
,"DARMAN FORAGE PRODUCTION AND LIVESTOCK TRADING

251-116618730
251-911406176
251-116620051
arimex2002@hotmail.com",,,,,
,"FRIENDSHIP AGRO INDUSTRY

251-118952293/94/95/96
251-911305835
251-911795169
frebdshipagro@yahoo.com
",,,,,
,"JORDENIEN FOR DEVELOPMENT ANIMA RESOURCE PLC.

251-116623547
251-116623545
",,,,,
,"KALITI FEED ENTERPRISE

251-114344112
251-114345830
ketyfood@ethionet.et
",,,,,
,"KEBRON FOOD COMPLEX

251-112781418
251-911210379
251-112781462 
bron@ethionet.et
",,,,,
,"REFARM PLC. (Energy Farm)

251-116181688
251-913926679
251-914706171
251-116181685
170622
refarm@ethionet.et
www.refarm.com
",,,,,
,"TAXIDERMY PRODUCERS CO. OPERATIVE SOCIETY

251-112753824
",,,,,
,"UNIVERSAL ANIMAL FEED PRODUCTION & PROCESSING PLC.

251-462204527
",,,,,
,"HAWASSA WISE TEAM PLC

251-111564514
251-911607340
251-111564521
26335/1000
team.wise60@gmail.com
",,,,,
,"YEKABDI AGRO PROCESSING PLC

251-966334367
251-967431635/37 
www.purifiedwater.com
",,,,,
,COFFEE,,,,,
No.,Company Name,Phone Numbers,Email,Website,Post Number,Location
,"ASMA INTERNATIONAL BUSINESS PLC

251118360326
251930100478
asmainttrading@gmail.com
",,,,,
,"DIAMOND ENTERPRISE PLC

251116292614
251930014502
251911414037
1082/1110
dehabcf@gmail.com
www.dehabcoffee.com
",,,,,
,"HADERO COFFEE

251116670708
251901666768
251904666699
110778
info@hadero.com
www.hadero.com
",,,,,
,"HELEPH EXPORT OF COFFEE 

 251911376596
info@helephcoffee.com
www.helephcoffee.com
",,,,,
,"HAVA INDUSTRIAL PLC 
 251115578687   
 251911200621   
 contact@havaindustrial.com    www.havaindustrial.com
",,,,,
,"SPECIAL COFFEE TRADING PLC

251116683606
251911250569
251912358429
andebet@specialcoffeeet.com
www.specialcoffeeet.com
",,,,,
,"A.S.K. INTERNATIONAL TRADING PLC

251-114392437
251-114391588
251-114390353
19374
askite@ethionet.et
",,,,,
,"A.T.L TRADING

251-114403424
251-911207963
251-114431848
123576
",,,,,
,"ADULINA COFFEE EXPORTER PLC.

251-114425938
251-114426020
251-911208361
251-116461729
12791
adulinatraffic@gmail.com
adulinacoffee@yahoo.com
www.adulinacoffee.com
",,,,,
,"ALFOZ PLC

251-114390328
251-114390329
251-911201017
251-114392811
13732
ralfoz@ethionet.et
",,,,,
,"ALMAZ ZELEKE COFFEE EXPORTER

251-116297840
251-911406649
251-116298224
azcoffee@ethionet.et
www.aztcoffee.com
",,,,,
,"AMBASSA ENTERPRISE PLC.

251-114167221
251-114666147
251-114655314
251-911207034
251-114654888
ambassa@ethionet.et
",,,,,
,"ANIS COFFE PLC

251-115513485
251-114654383
",,,,,
,"ARSI AGRICULTURAL DEVELOPMENT ENTERPRISE

251-223311261
251-223311208
115Assela
arsiagri@ethuonet.et
www.arsiagri-enterprise.gov.et
",,,,,
,"B.I.T.T PLC

251-116182109
251-116180413
251-116620827
scorpiobagersr@yahoo.com
",,,,,
,"BENCH MAJI FOREST COFFEE PRODUCER

251-473351331
251-114707044
251-917153015
251-473351328
251MizanTeferi
benchmajifufu@gmail.com
www.ethiopianforestcoffee.com
",,,,,
,"BERHAN AGRICULTURAL & COMMERCIAL PLC.

251-115522809
251-113206482
251-911235606
251-911617854
251-113206481
251-113206482
8918
beragri2@ethionet.et
",,,,,
,"BNT INDUSTRY & TRADING PLC

251-115580002
251-911214063
251-911214893
251-115581168
teddy@bntcoffee.com
bire@bntcoffee.com
www.bntcoffee.com
",,,,,
,"CABEY PLC

251-114671696
251-114671698
251-911209288
18192
cabeyplc@gmail.com
www.cabeyplc.com
",,,,,
,"COFFEE ABYSSINIA

251-5512274
251-115531143
coffeeabysinia@ethionet.et
",,,,,
,"COFFEE PLANTATION DEVELOPMENT ENTERPRISE

251-114670688
251-114663363/64
251-114168788
251-114168137
251-114160179
4363
",,,,,
,"COFFEE PROCESSING AND WAREHOUSE ENTERPRISE

251-114421238
251-114431861
251-114423722
",,,,,
,"DEGEFA SIME FRIGHT TRANSPORT & COFFEE DISTRIBUTER

251-115529730
251-911208951
251-115529753
",,,,,
,"ETHIO AGRI-CEFT PLC

251-113690317/68/84
251-113690350
info@ethioagriceft.com
www.ethioagriceft.com
",,,,,
,"ETHIO ROOT INTERNATIONAL PLC

251-115517019
251-911245037
251-115547754
ethioroot@yahoo.com
",,,,,
,"ETHIO-HARAR COFFEE

251-114654581
",,,,,
,"ETHIOPIAN COFFEE FOREST FORUM

251-115151694
251-115151684
twgole@ethionet.et
www.ecff.org.et
",,,,,
,"ETHIOPIAN COMMODITIES PLC.

251-115517637
251-115517906
251-114665037
251-115517222
et.comm@ethionet.et
",,,,,
,"FMS TRADING PLC

251-114713214
251-930414243
251-903060708
251-114713524
81/1060
fmstradingplc@gmail.com
www.fmstradingplc.com
",,,,,
,"GARANTI COFFEE ROASTING GRINDING & PACKAGING

251-118500907
331/1250
turkisheexport@hotmail.com
",,,,,
,"GEMADRO COFFEE

251-116637781
251-116615608
",,,,,
,"GETAHUN MELESE IMPORT EXORT & WHOLESALER

251-116676340
251-116676341
251903181884
251-930582105
251-922600261
251-116676282
1085
info@getahunmeleseimportexport.com
getahunmelese610@gmail.com
www.getahunmeleseimportexport.com
",,,,,
,"GREAT ABYSSINIA PLC

251-118605266
251-116673952
33136
www.greatabyssina.com
",,,,,
,"GREAT LAND MOTORS AND ENGINEERING P.L.C

251-116622256
251-936011131
251-116613909
greatlandm@gmail.com
greatlandmotors.com
",,,,,
,"HORIZON PLANTATIONS PLC

251-113698029
251-113698100
6049
info@horizonplantione.com
www.horizonplantione.com
",,,,,
,"HORRA TRADING

251-114199668
251-114199667
251-911234855
251-911206174
251-114199670
horratrade@ethionet.et
horracoffee@gmail.com
www.horracoffe.com
",,,,,
,"HUNDA INTERNATIONAL PLC.

251-116635056
251-116635057
birukde2000@yahoo.com
",,,,,
,"IBRAHIM HUSSEIN COFFEE EXPORTER

251-114392533
251-116620644
251-11439234
251-116620375
711/1110
ibrahim7@ethionet.et
ibrahim_hussien_exporter@yahoo.com
",,,,,
,"JEBENA BUNA GENERAL TRADING PLC.

251-116607210/11
251-911717273
251-116607211
29061
jebena@ethionet.et
",,,,,
,"KAFA FOREST COFFEE FARMERS COOPER UNION

251-114162673
251-114162675
587/1250
kafaforestcoffee@ethionet.et
",,,,,
,"KATA MUDUGA MULTI-PURPOSE FARMER’S COOPERATIVE UNION

251-985289524
251-913837063
anigat@katamuducoffee.com
ekebede@katamudugacoffee.com
coop@katamudugacoffee.com
www.ketamudugacoffee.com
",,,,,
,"KERCHANSHE TRADING PLC

251-113716370
251-911212436
251-113727951
info@kerchanse.com
www.kerchanshe.com
",,,,,
,"KURU ETHIOPIA COFFEE DEVELOPMENT P.L.C

251-114160909
",,,,,
,"LATA AGRI EXPORT

251-115540398
251-115540395
14291
altaexport@ethionet.et
www.coffeelata.com
",,,,,
,"LEGESSE SHEREFAPLC IMPORT AND EXPORT

251-112766486
251-112752043
251-114393647
251-911205138
251-911506057
251-112763127
251-114390125
legesses@gmail.com
",,,,,
,"LEM-KEFFA COFFEE & SPICES AGRO INDUSTRY PLC

251-115150547
251-115547678/79
251-115547758
251-115150547
101101
lemkeffa@gmail.com

",,,,,
,"LH AGRO INDUSTRY PLC.

251-115511311
251-115516486
251-911230619
251-115511317
1418/1110
Ih.orgcoffee@ethionet.et
",,,,,
,"LIMMU COFFEE FARM

251-471110199
",,,,,
,"MALEDA SUNRISE ENTERPRISE AND COFFE HOUSE

251-111221957
251-111553125
28277/1000
maledaco@ethionet.et
",,,,,
,"MECHATU TRADING S.C

251-115577161
251-118279825
251-911514656
251-930412441
251-115577173
mechatutradings.c@yahoo.com
www.mechatu.com
",,,,,
,"METAD AGRICULTURAL DEVELOPMENT PLC

251-116292534
251-116292539
info@metadplc.com
www.metadplc.com
",,,,,
,"MOPLACO TRADING CO.LTD.

251-116455999
251-116456002/03/08
251-911200186
251-116456011
251-116456012
moplaco@ethionet.et
www.mopacomocca.com
",,,,,
,"MOREDOCOFE PLC

251-114717112
251-114717126
251-911490384
251-114717115
info@moredocofe.com
www.moredocofe.com
",,,,,
,"MORMORA COFFEE PLANTATION PLC

251-911701663
ywodesa@yahoo.com
",,,,,
,"MULLEGE COFFEE EXPORTER PLC

251-114425937/38
251-911208361
251-114425947
12791
mullegecoffe@ethionet.et
www.mullwgw.com
",,,,,
,"NARDOS COFFEE EXPORT

251-114667545
251-911202761
251-911232190
251-114667546
2577
nardoscoffee1@gmail.com
www.nardoscoffeeexport.com
",,,,,
,"OLKAI COFFEE EXPORT

251-118342577
251-912614263
251-926421580
251-113832125
olkaicoffee@gmail.com
www.olkaicoffee.com
",,,,,
